21,1.6052427,2.3581874,9.353145
23,1.6148192,2.3486109,9.377086
23,1.5429962,2.343823,9.391451
24,1.5334197,2.343823,9.458486
24,1.4951143,2.3342464,9.47285
24,1.4472322,2.3103054,9.525521
24,1.4089266,2.2767882,9.535097
24,1.3801975,2.2911527,9.568614
24,1.3418919,2.2767882,9.602132
25,1.3131628,2.2624235,9.630861
25,1.3035862,2.248059,9.630861
25,1.2509161,2.224118,9.640437
25,1.2078224,2.2097535,9.578191
25,1.1838814,2.2336946,9.578191
25,1.1647286,2.1714478,9.539885
25,1.1216347,2.1666594,9.496791
26,1.0976939,2.1714478,9.530309
26,1.0450237,2.1475067,9.496791
26,1.0115063,2.1427186,9.468061
26,0.98277706,2.1331422,9.439333
26,0.90616596,2.128354,9.482427
26,0.8247666,2.1522949,9.458486
26,0.7912492,2.1666594,9.453698
26,0.7433672,2.1235657,9.420179
26,0.6763325,2.080472,9.377086
27,0.63323873,2.0852602,9.424968
27,0.6236623,2.0373783,9.372298
27,0.5662039,2.03259,9.362721
27,0.5566275,1.9751318,9.377086
27,0.5566275,2.0182254,9.434545
27,0.56141573,2.003861,9.420179
27,0.5135338,2.0086489,9.415392
27,0.51832193,2.027802,9.487215
28,0.53268653,2.0230136,9.544673
28,0.55183935,1.9847081,9.511156
28,0.6092977,1.9272497,9.515944
28,0.63323873,1.888944,9.520732
28,0.6619679,1.8362739,9.530309
28,0.76252,1.8027565,9.559038
28,0.76730824,1.7788156,9.616496
28,0.8151902,1.788392,9.717048
28,0.8391312,1.788392,9.8319645
29,0.8726486,1.7740273,9.9373045
29,0.9013778,1.7740273,10.042645
29,0.9540479,1.7836038,10.128833
29,0.94447154,1.7596629,10.224597
29,0.9492597,1.7692392,10.282056
30,0.9779889,1.7500863,10.310784
30,0.9875653,1.7740273,10.305997
30,1.006718,1.74051,10.258115
30,1.0019299,1.7596629,10.215021
30,0.97320074,1.7548746,10.186292
30,0.9684125,1.7979684,10.210233
30,0.84870756,1.7740273,10.13841
32,0.80561376,1.7836038,10.095316
54,0.78167284,1.860215,10.013917
54,0.6954853,1.8745795,9.975611
54,0.6476033,1.888944,9.841542
55,0.6428151,1.960767,9.808023
55,0.6092977,1.9416144,9.707472
55,0.57578033,2.0134373,9.587767
55,0.55183935,2.0421665,9.511156
55,0.542263,2.0708957,9.401027
55,0.5374747,2.0708957,9.324416
55,0.542263,2.0996246,9.223864
57,0.5853567,2.0996246,9.089795
70,0.60450953,2.1379304,9.022759
70,0.65239143,2.1522949,8.912631
70,0.6476033,2.1618714,8.883902
71,0.6619679,2.1618714,8.864749
71,0.6763325,2.176236,8.893477
71,0.6954853,2.1858125,8.936572
78,0.70027345,2.1810243,9.008395
78,0.6619679,2.1906004,9.104158
78,0.6619679,2.1953888,9.147253
82,0.6380269,2.1953888,9.266958
84,0.6092977,2.2097535,9.33878
85,0.5853567,2.2097535,9.353145
88,0.6188741,2.1714478,9.424968
90,0.5901449,2.1858125,9.429757
94,0.59972125,2.1810243,9.424968
95,0.60450953,2.1906004,9.448909
106,0.6188741,2.1810243,9.434545
107,0.6188741,2.1810243,9.424968
107,0.6188741,2.1858125,9.401027
107,0.57578033,2.176236,9.405816
107,0.51832193,2.1953888,9.396239
109,0.45128715,2.200177,9.357934
111,0.3890406,2.2145414,9.319628
113,0.34594682,2.2145414,9.219076
116,0.3603114,2.2384825,9.080217
118,0.35073498,2.2528472,8.984454
120,0.33158222,2.224118,8.931784
123,0.34115863,2.1570833,8.898267
125,0.3842524,2.0756836,8.874326
127,0.44171074,2.0469546,8.926996
130,0.54705113,1.9894962,8.922208
132,0.67154425,2.0373783,8.950937
135,0.77688456,2.0900486,8.979666
137,0.8199784,2.1570833,8.998818
139,0.83434296,2.2528472,9.027548
142,0.84870756,2.2672117,9.080217
144,0.882225,2.2959409,9.123312
146,0.9109542,2.2815762,9.190347
149,0.9205305,2.3103054,9.156829
151,0.9492597,2.3150938,9.185557
153,0.9588361,2.3150938,9.209498
155,0.9875653,2.3390348,9.219076
158,0.9875653,2.367764,9.219076
160,0.99235356,2.396493,9.195135
164,0.94447154,2.4395866,9.209498
165,0.8965895,2.4300106,9.214288
167,0.8247666,2.4395866,9.199923
169,0.7912492,2.4683158,9.252593
172,0.77688456,2.4491632,9.310052
174,0.70027345,2.4683158,9.362721
177,0.68590885,2.4683158,9.448909
182,0.68590885,2.4491632,9.511156
182,0.65717965,2.4731042,9.515944
187,0.6188741,2.4491632,9.525521
187,0.60450953,2.4635277,9.515944
188,0.5566275,2.444375,9.573401
190,0.52311015,2.4395866,9.630861
192,0.50874555,2.444375,9.683531
195,0.47043994,2.4731042,9.697896
197,0.42734614,2.4731042,9.760141
200,0.39382878,2.4539514,9.788871
202,0.3698878,2.4300106,9.822389
204,0.3555232,2.4108577,9.889423
207,0.3555232,2.4587398,9.903788
