20,-0.33876544,1.7644509,9.238229
20,-0.32440084,1.7548746,9.1759815
21,-0.31961262,1.7788156,9.113736
21,-0.32440084,1.7836038,9.085006
21,-0.31482443,1.8027565,9.008395
21,-0.377071,1.8219093,8.936572
21,-0.3866474,1.7931802,8.903055
22,-0.43931758,1.8171211,8.788137
22,-0.49198776,1.8458503,8.716315
22,-0.55423427,1.8937323,8.67801
22,-0.64521,1.9416144,8.663645
22,-0.6978802,1.9703434,8.663645
22,-0.74576217,2.0086489,8.644492
22,-0.8175852,2.0373783,8.673221
23,-0.8032205,2.027802,8.721103
23,-0.84152615,2.0086489,8.754621
23,-0.92771375,1.9942844,8.807291
23,-0.90856093,2.003861,8.850385
23,-0.90856093,1.9703434,8.874326
23,-0.94686645,1.9272497,8.907843
23,-0.97559565,1.908097,8.984454
24,-0.9612311,1.8985205,9.027548
24,-0.94686645,1.8650031,9.123312
24,-0.94686645,1.8219093,9.161617
24,-0.93729013,1.7788156,9.252593
24,-0.92771375,1.716569,9.343569
39,-0.92771375,1.6782634,9.372298
39,-0.9181373,1.6303815,9.458486
40,-0.90856093,1.5872877,9.515944
40,-0.87025535,1.548982,9.54946
40,-0.836738,1.5298294,9.626073
40,-0.8319497,1.5011001,9.673955
40,-0.8080088,1.4915237,9.740989
60,-0.7840678,1.4580064,9.803236
61,-0.7840678,1.4675827,9.827177
61,-0.7792796,1.4244889,9.836753
61,-0.8175852,1.3478779,9.812812
61,-0.8175852,1.3526659,9.750566
62,-0.82716155,1.3095722,9.7266245
62,-0.9037727,1.3670306,9.688319
62,-0.8941963,1.376607,9.664378
62,-0.9181373,1.400548,9.654801
64,-0.93729013,1.4244889,9.640437
66,-0.9564429,1.4292772,9.640437
78,-0.9660193,1.4580064,9.645225
80,-0.98517203,1.4915237,9.616496
80,-1.033054,1.5106765,9.621284
83,-1.056995,1.5250411,9.563826
83,-1.1192416,1.548982,9.535097
83,-1.1575472,1.6016523,9.520732
83,-1.1767,1.6255932,9.50158
84,-1.2102174,1.6399578,9.458486
88,-1.2341584,1.6543225,9.458486
99,-1.2341584,1.6830516,9.424968
100,-1.2676758,1.7213572,9.434545
101,-1.2293701,1.7022045,9.3866625
101,-1.2293701,1.716569,9.357934
101,-1.224582,1.74051,9.381875
102,-1.2533112,1.7261455,9.357934
106,-1.2389464,1.7069926,9.372298
107,-1.2197937,1.6974162,9.3866625
108,-1.1767,1.7069926,9.372298
115,-1.152759,1.6830516,9.372298
116,-1.1240299,1.6734753,9.381875
116,-1.056995,1.6638988,9.439333
117,-1.0186895,1.6351697,9.405816
120,-0.9516547,1.6255932,9.468061
122,-0.9181373,1.6064404,9.506368
124,-0.85589075,1.5968641,9.525521
127,-0.8175852,1.6064404,9.559038
129,-0.7840678,1.5729231,9.54946
131,-0.8032205,1.5729231,9.54946
133,-0.7840678,1.5585585,9.602132
135,-0.7505504,1.5681348,9.673955
137,-0.7313976,1.5394057,9.678742
140,-0.69309205,1.5154647,9.702683
146,-0.6787274,1.5154647,9.721837
146,-0.6739392,1.5250411,9.774507
149,-0.6883038,1.5154647,9.76493
154,-0.717033,1.520253,9.79366
157,-0.7936442,1.4292772,9.808023
161,-1.1192416,1.1755027,9.8319645
161,-1.2724639,1.0941033,9.836753
163,-1.0857242,1.2090201,9.822389
166,-0.87983173,1.3430896,9.779295
168,-0.6883038,1.548982,9.693107
170,-0.49198776,1.6878399,9.654801
173,-0.33876544,1.8458503,9.626073
178,-0.19990769,1.9703434,9.645225
178,-0.13766113,2.0708957,9.650014
180,-0.061049975,2.1092012,9.5973425
182,-0.07062637,2.104413,9.55425
186,-0.037108988,2.0708957,9.535097
186,-0.07062637,1.9655554,9.50158
190,-0.08499096,1.8458503,9.50158
